final_text,sentiment
pathetic food rude response owner,1
amazing place food service shiv surely would like recommend people looking authentic food especially mutton,0
pizza cold delivery location le min away restaurant,1
socorro restaurant guest happy food well buffet set presentation food taste amazing western indian chi else food delicious dessert ramakanta describe guest regarding different variety food buffet dessertsthanks socorro team,0
taste specially briyani,0
chif quality,1
cheese paneer onion pizza good veg fully loaded pizza not value money,0
basbousa cake basbousa cake exceeded expectation moist sweet perfect hint rosewater delivery prompt couldnt happier,0
may skip food average cleanliness not upto mark,1
food delicionmr nirmal ji,0
rajasthani food good punjabi food not upto staff le even conversation manager not upto mark even several call not sent bill even charge extra amount card imp accepted,1
enjoy food dish butter paneer masalaand service excellentpalece garetand ataff grooming super excellentthanku bhaikcco enjay,0
dont use zomato life,1
late hone ke karan kharab ho gaya tha,1
every thing cold,1
amazing place awesome foodu either sit swing food economical stuffed enjoy ambience seriously awesome,0
paneer tikka bland tasteless,1
put daal aalu tikki dry no crunch tasted like dal kachodi chhole,1
excellent food service ajay,0
cafe give great view hawa mehal thats food average cold coffee really like lot water mixed per price food not compatible charge view staff ok,1
food service amar singh ji,0
quality taste food great hot chocolate awesome service also good cafe neat clean good ambience,0
food tasty,0
bad worst taste,1
love food place come back always not lousy manager tariq alfred running show suddenly post lockdown humbleness lockdown turned weird arrogance,1
best bar jaipur,0
mf didnt even send order,1
gooda little expensive,0
breathtaking place wishlisted since place get come sit experience top city wind talk food decent affordable staff also dreamy destination evrybodyi love place rusty furniture add placea little suggestion lighting may candle would work,0
clearly cant follow cooking instruction given,1
lovely red velvet cake stole show lightning fast delivery cake beautiful delicious true masterpiece deserves five star,0
may sound flabbergasted time rating giving totally based fact attending staff rude disinterested discourteous sat left place without even food told beloved wife patient towards bad servicewhat ridiculous two three table equipped particular time rule possibility serving pressure may late lunch getting cranky guessi sure must serving great food one enjoy first thing encountered premise soo distasteful,1
food rajasthani gatta curryveg chowmeen masala rotionion kulcha service thankyou sandeep paying attention detail food serving well ambience amazing place wtp food courtoverall must visit place food wtp,0
tasty food especially vada pav well behaved staff,0
one butter naan supplied instead two tried contact restaurant no unavailable poor service,1
awesome food alwaysbeen rd time always best food quality,0
good palace fantastic food entertainmentand good ambiance nice lounge fantastic roof top,0
ridiculous behavior staff club respect customer unfortunately opposite club behaved u wrong way seriously not refrain going,1
worst place service not waste money place,1
warningthis place complete trash staff behaviour bouncer snatched phone abusing u bill payment call police stop place no one go ill try best get placed closed blatantly violating safety regulation would not recommend anyone looking good time,1
took almost h min deliver order sent totally cold food burnt chicken place used good became horrible one,1
lovely experience waraahi keep good work best bakery italian food cscheme jaipur looking best pizza go ahead,0
best part jaipur adda ambience service amazing music play crowd really decent whether family friend chill best part find nasir mr avijit make sure hell evening,0
plethora option userfriendly interface transforms ordinary evening extraordinary dining experience,0
sizzler delicious noodle full loded veggie best service somu ji,0
visited place couple time used favourite list last night visited yet disappointed came back without eating kept waiting order no body came table went manager twice assured coming already min beginning get impatient went told asked water no response staff finally one hour decided problem faced two another table wondered weekday not crowdy still could not serve total waste time,1
much spicy n not good,1
food quality low,1
sweet sour taste felt stale malai kofta raita sour really disappointing experience,1
place one best rooftop place spend weekend pretty good view jaipur night roof th floori love visit againmust try pasta pizza,0
place may spend good time friend endless gossip delicious food veg white sauce dish worth mentioning service good ambience sweet thank host mr rohit,0
go ambience not food ordered pad thai noodle lasagna especially par couldnt complete even half paying chef forgot put peanut pad thai noodle essential ingredient dish waiter couldnt care le said ambience top notch food doesnt live mark,1
place great atmosphere chill cool staff also really friendly service good kishore singh friendly type person,0
superb ambience sachin service humility,0
service atmosphere nicea perfect family drink dine restro jaipur city loved place,0
always food tasty fantastic staff behaviour good specially mr nirmal,0
osm food amazig restorant,0
roti hard,1
papdi chaat tha ya fir yogurt chaat reconsider chaat filled thick layer called dahi bhai chaat hota hai cream dessert nahi se zyada feeka masala dosa nahi khaya aaj tak first masala le complained waiter brought entirely tasteless mashed done never coming,1
exceptional dining experience mouthwatering dish must try loaded nacho ala vodka pasta chicken lollipop mushroom dimsum paneer tikka masala cheese garlic naan showcasing chef expertise extensive drink menu ensures there something every palate three distinct rooftop concept restaurant caters various occasion family dinner friendly gettogether intimate date professional outing unique water table add charming touch friendly staff warm greeting enhance overall inviting must visit lavenezia mansarovar,0
great food great service great thanks na jaana golmirchi ka khana,0
small stone food dont know happened earlier also guy pay attention pls,1
bad stomach infection eating burmese khaosuey,1
club worst club jaipur staff doesnt etiquette manner talk customer please dont even think wasting money time,1
nice serving food taste handi chicken afghani chicken taste really awsm chicken fully cooked,0
went birthday party friend opted buffet meal start complete menu laid not ambience restaurant good staff cooperative number food item choose liked dessert truffle cake moong dal halwa greatthe main course good veg nonveg preparation mutton preparation paneer preparation veg jalfrezi nice experience,0
stale burned bad experience,1
best buffet jaipur nice food nice ambience super service made mr shashikant yadav one want good indian food must go palace satisfied presentation,0
one finest restaurant dine one best place family dinner great ambience evey item super delicious everytime order offer fresh food,0
excellent service excellent food warm server good efficient come back,0
not brownie shake oreo shake,1
interior done amazingly space mezzanine floor air conditioning problem plus due floor structure table not stable lasagna amazing drink due dry day place quite dull staff not fully aware zomato gold,1
testi pizza thanks zomato,0
gannu amazing must visit place awesome food,0
quite nice experience although saturday still no issue sitting arrangement view beautiful quite windy service quick naan pizza properly cooked fry actually good crispy point masala avocado sauce sour cream tasted really yum overall nice experience dj also played really good song not random trendy music thus making good vibe,0
music little softer,0
nice dinner family table taken care mr raja gupta nice service food also nice happy experience,0
overall experience average expecting better reputation rating restaurant little bit disappointed hope get better next time,1
wonderful outstanding place service food good time chicken chowmine best dish met best caretaker name shibu,0
pankaj sweet polite man service food really good,0
went new place civil line homely ambience soothing atmosphere friendly staff ordered chilly fish lal maas dish lip smacking would definitely visit try dish menu love place,0
one best place town nonveg quality mutton premium laal maas special tandoori chicken tasted mark service love visit,0
amazing clubplayboy one happening club jaipuri love ambience classy food great good staffstaff cooperative amazing place late night party must try,0
fabulous taste loved serf hot fresh food really recommend youre visiting place try jalebi kesar doodh experience take heaven,0
makka roti burnt le portion well,1
perfect n beautiful place photo lover place enjoy view food good taste n well managed small place,0
butter chicken,0
name smoky red chicken rice bowl deliver rice bowl,1
food always guy shibu waiting table quite nice knew best thing outlet still food quality,0
sitting place minute straight no one even ask water asked entrance get complimentary drink got waiter dont even listen call here photo people sitting empty table shitty waiting,1
enjoyed simple meal pink city staff including suraj prompt courteous ambience warm perfect family meal,0
asked chilli chicken dobt know sent,1
great quality food excellent great time enjoyed taste mutton rogan josh chicken tikka shibu thanks,0
little bit spicy,0
visit family dinner hotel crowne plaza energetic person bhupinder specially take care table sandeep lakhvir courteous employee restaurant,0
food not good time waiter manoj friendly helpful hope next time visit food would good,1
wonderful dish tasty briyani service nirmal sir also nice place dinner family,0
awesome food love atmosphere service good behaviour staffssandeep n shibu food fresh n hygiene well mannered n responsive staff overall pleasent n satisfactory experience,0
ordered chicken manchurian dry chicken tikka butter masala dish delicious however not satisfied tanduri prawn not expected overall food nice ambience also good shibu excellent service,0
supplied timely bad experience yesterday meal seek roll totaly thrown garbage item not baked,1
worst food ever totally food thrown dustbin,1
ontime delivery good tasty food,0
paneer bad,1
rohit server insensitive uncooperative partial table requested face cooler little bit towards side person fact faced two cooler fully faced towards table kind behaviour totally food nice,1
much waiting first seat food,0
bad state broken edge frozen cheese n much n bad,1
amzing place excellent food nice service nd ambience good mocktail also good staff allso cooperative chej aslo nice person,0
pathetic worth recommend not waste thier time moneyi dont know restorent much dont even deserve get first no good food soup terrible unable fin taste tomato main course paneer overloaded vinegar made paneer lababdaar unwanted ingredient found gulab negative review item excitement visit tgib vanished bad short not recommend anyone visit waste thier valuable money eat worst food,1
recently celebrated birthday roso club jaipur must admit experience left much desired venue potential great choice event several issue dampened overall foremost rooftop area seated unbearably hot considering jaipurs climate crucial outdoor venue provide adequate cooling facility however roso club fell short regard two cooler available heat made uncomfortable everyone major letdown poor service club staff seemed overwhelmed unable meet demand,1
star friendly staff lokendar vandita others helpful according price location food not upto mark ordered vegetarian food one friend ordered lal maas impressed want veg meal dont recommend highly recommended non veg rest everything star,0
presentation food good best service also great loved place much environment also awesome loved visit taste quality food good really happy restaurant must go enjoy camel ride much awesome really,0
lal maas chicken korma terrible smelling refined oil highly overpriced quality served never want repeat experience,1
newly opened place good ambience indoor outdoor sitting indoor sitting congested average ordered chat starter rajasthani aalo pyaj govind gatta dana methi main course item average,1
ordered hot chocolate takeaway must say worst hot chocolate anyone water milk put hot chocolate powder available market added water little milk year old would make better hit chocolate guy,1
peri french fry naram hai plus oily hai gili hai pizza bhi ek dum kadak hai jala hua cheese ke nam pe myonis bhar di hai,1
food awsome starter amazing love thing ordered staff friendly place feel amazing royal,0
gave cake yo guy without asking u shit,1
personally loved cafe treat eye taste n many tyms hav cafe built expectation next tym loved itbut today wen order home delivery something went wrong whole order tasteless n didnt lyked anythingas chilli potato fav today nthng good,0
excellent service provided amar singh food awesome recommend restaurant dinning,0
sorry cake sweet way say sorry delivery speedy cake looked tasted fantastic helped mend fence put smile someone face highly recommended making amends,0
great time staff especially miss nikita amazing assiting u hope visit soon,0
excellent food excellent service mr nirmal batman excellent ding experience hygiene hot food,0
best service best food special thanks husaain making special lovely service drink,0
wow delight dark truffle chocolate cake ordered not incredibly rich moist also arrived right time perfect treat chocolate lover five star cake speedy delivery,0
everything great good ambiance go place best dining experience generally filled people spacious enough give privacy,0
first time eat cold soup refund,1
chicken tikka masala awesome,0
yummm,0
place doesnt nice customer service dont even bother customer suffering wont even serve cutlery serving food,1
pathetic chicken piece minute wait turned hour popcorn chicken delivered cold,1
haagen dazs supposedly renowned global iced dessert chain outlet zero stock zero availability nonsense customer service dont understand zomato registered partner theyre clearly not worth,1
best food quality reasturant hai good price staff cooperative feel better place enjoy five state food festival team nirwana chef discribe dish rich taste food near khasa kothi bridge prefer person enjoy food nd service nirwana,0
chilli oil dimsums go order tasted stale rancid even sauce tasted like gone bad food quality become terrible,1
corn sandwich taste worst,1
excellent service mannar singh one best nonveg food jaipur veg hakka noodle tandoori chicken special best ever tandoori chicken india thank mannar team kcco amazing hospitality tasty food,0
always deliver diiferent follow instruction,1
taste not good please refund order amount,1
place recently open decided give try ordered safest thing menu sandwich cold coffee manager super helpful helping decide sandwich cold couldnt really ice blended coffee manager also made cold coffee per temperature requirement need le say yummy would recommend place,0
dish awesome like served nirmal facility manu well arranged,0
food received without hummos dip,1
good food nice behaviour,0
according premium food quality le,1
chicken guacamole sourdough sandwich chicken ham cheese open sandwich millionaire brownie oat cranberry cookie good service even better,0
service nice food delicious,0
shibu served u wish come best service cuisinechicken ate really fresh tasty,0
nice wide fresh section extremely,0
something everyone restaurant continental north south indian delicacy find variety option breakfast south indian food palatablei rajasthani food dinner authentic delightful special maharaj make authentic rajasthani food indian sweet also pretty tasty made special halwais jodhpur,0
service nice staff alert toss food also good shibu greatwith work must visit order chicken tikka masala matka chiken,0
good food clean tasty food reasonable rate ambiance good service good shef quality food great menu great feel pleasant diner,0
received veg paneer pizza instead kadai chicken pizza taco not good,1
visited gulabgarh resort family christmas vacation asthetic place got many thing enjoy family friend like playing game cultural small drama like puppet show staff cultural dress place food also great serve proper rajasthan meal resort obviously got pool great pool highly recommended place visit place enjoy,0
good service normal,0
food good service average cleanliness wasnt mark vibe place okish r water bottle option not cool,1
poor quality packing,1
nice,0
sweet service shiv shankar pavitra bhojanalyai ordered veg pulao butter lachha ajwain paratha flavour awesome truly recommend,0
food drink tasted good ambience nice server devinder singh hospitable welcoming would definitely come recommend everyone age,0
amazing vibe place devraj make best cocktail give amazing service go place friend family mix modern heritage vibe non commercial place,0
ordered panipuri lot expectation not upto mark whether aloo ja masala paani tasteless meetha paani good need improve taste spice make water tangy,1
bill grand total paid,1
mixed parantha spicy,0
probably worst place ive long time dirty washroom average ambience uncomfortable seat top bad stale burnt undercooked food pizza totally uncooked salty crust noodle something black adding crunch cheese garlic bread burnt lol oreo shake thin texture lot water guess masala coke mojito average spring roll hara bhara kebab okay served pink colored sauce powdery taste complained thing staff member smiled u pathetic never go placefood ambience service,1
fast delivery fresh food well packed great taste,0
beautiful cafe food amazing atmosphere behavior owner good,0
nice place beautiful way serving meal great itiiiiiiiiiiiiiiiii iiiiiiiiiiii iiiiiiiiiiiiiiiiii service,0
latest party place interior delicious awesome place enjoy ur kiran making visit sooo special thanks aanchal providing work team good work goingps music better,0
cake not ordered cake bread smelling like rotten,1
itne mirch kon khata hai bhai halat khrab hogyi hadh se jada mirch kar di apne,1
good service little bit slow,0
service good gannu,0
kebab nd curry fine dining restaurant food court food colorful decor nd great staff polite nd courteous nd always large menu veg nonveg would love visit place try speciality,0
food really good along singh served really recommended one must visit,0
service really poor slow quantity pretty small pizza often unavailable,1
best restaurant jaipur danapani u awesome,0
make booking go weekend food ok overall ambiance service good straight forward food hall dimsums mexican dessert best,0
like everything ambiance food quality location hotel must visit place good family friend couple,0
didnt expect tgib food not fresh,1
place never fails make celebration grand loved tandoori aloo dal best amazing rumali rotis chef parul team rock always,0
best delicious food ever eat jaipurdelivered nirmal also staff tattitude good towards u food yum tasty,0
nice food great ambiance thanks mr radhe shyam great hospitality excellent service great place visit family friend,0
food ecstatic,0
soo yummy food fast service hygienic,0
service good,0
good food courteous staff,0
ordered alfredo sauce pasta taste soooo good loved,0
bad service,1
service boy kind shivu eating kebab curry amazing food tasty good food good service honey chilli potato great,0
ambiance food service staff not good service slow wait min pizza waiter not respond regarding order poor management communication problem,1
visited time must say loved quality food serve really delicious friend shahnawaz loved enjoy herei first visited friendship friend celebrated friedship delcious variety starter loved one staff sandeep behaviour customer loved everthing enjoyed alot,0
great experience kebab curry wtp great food specially handi chicken cheese naan lovely hospitality thanks mr shibu server must visit place town nonveg food soothing ambience,0
food tasty served amar singh meena,0
delicious food good service,0
excellent service raja mrinalgood food n service also nice also served mocktails liked much,0
food yummy customer service amar singh good,0
no dip order given,1
ordered caramel chocolate tart though good dessert sweetness minimised bit feel extremely sweet end also since refrigerated even chocolate slightly warm cold crust didnt go well dessert either served hot room temperature maximum distancing good ambience soothing,0
good food served mr shibu,0
no spice le noodle hell le everything not food serve lama,1
third class food quality portion charging high food quantity must enough see photo ordering,1
delicious biryani nice served u grt gesturevery friendly nature suggestion upto visit,0
great food staff really friendly telling signature dish suggesting mention person attended u kuldeep great bukhara one signature dish amazing also tandoori onion kulchapsdont forget try awesome raita gulab jamun,0
gulab garh one finest place visit jaipur totally unaware rajasthani theme based resort jaipur much affordable rate place huge cover several different activity definitely take lot time cover want taste good food along visit place,0
food quality consistently excellent accommodate special request well love keep ordering yellow house robot restaurant,0
dj average food n ambience top notch,0
quite little place delicious food,0
burger warm tasty,0
rotten food,1
sizzler portion half chilli paneer not upto mark tomato soup tasty service slow denied apply magicpin voucher whole theysaid apply call,1
taste food good quantity le service slow need fasten service waiting period long,0
please dont stack food one container sausage grilled tomato one box egg parcel separate container,1
delicious food colorful decor impeccable service kebab curry opened new outlet food court world trade park even though outlet crowded open food court give fine dining experience colorful traditional decor using vibrant color attract like flower attracts seat elegant comfortable royal assortment seating arrangement two four seaters planning visit try get seat left corner next wall beautifully decorated place always crowded night especially weekend add name waitlist,0
received order like able eat,1
sauteed vegetable paneer,1
full service shibu amar shinggreat food cool service handi chicken tasty mouth watering,0
everything third class one kabhi na jaane layak jagah,1
ordered birthday special cake sent different cake without even asking wasnt expecting poor service,1
service poorn ac not working,1
best good chiketn hydrabadi briyan served radheshyam cool good service excellent palege food excellent reaaly nice,0
recently visited jaipur adda last time enjoyed maggi special menu time added bunny chow menu tried first time undoubtedly loved crowd also amazing love going back every time would visit soon,0
shibus service excellent food quality top notch,0
food bit cool dosa little bit thick taste really good,0
exceptional taste even arrived far fresh really great packaging dining always delight absolute treat eat everything offer overjoyed experience even home delivery,0
not follow request non spicy food full chili imposible eat le prawn,1
instruction not followed no plate sent,1
recently visited awesome place outdoor indoor seating optionambiance nicei tried many thing theremango mint smoothiekitkat shakeveggie blast pizzaaiglio pastaveg platter sizzlermain course nicethey variety veg non vegmy recommendation mango mint smoothieveggie blast pizza,0
place noisy le option food bathroom could serving could not,1
order,0
no everything goodservice good food good mr shibu,0
found metal wire like stapler food dangerous risky,1
food extremely horrible went buffet first time pandemic bizarre nothing except one dessert good entire buffet tasteless complete waste money time,1
restraunt charging service charge denial payment via zomato,1
good food excellent service enjoyed croud lovely place hangout friwnds,0
meraaki kitchen pure gourmet styled restaurant located civil line interior draw attention straight away entrance menu encompasses variety cuisine contemporary twist suitable beverage selection option wine beer dish served decent portion size fabulously presented delicious taste place serf veg not recommended meat lover atlast place ample parking not creating fuss locate parking good meal ready wait turn table place jam packed time,0
good food excellent sarvice nirmal hi,0
wonderful breakfast spread made order despite buffet spread worth great value made truly special service amar outstanding go long way chef ajay amiti world traveller definitely say one best breakfast spread long hot crisp bacon chicken sausage paneer parathas worth try dont miss waffle pancake whipped cream berry wait get back,0
delivered another cake,1
restaurant famous delicious variety food experienced delicious food,0
food good service excellentamar singh,0
wrong item received item spilled well,1
completely chilled pizza received,1
bad experience refused give table reservation manager talked u rudely personally one worst experience ever disgrace reputation venue,1
great food good servicei loved place,0
looking healthy snack indulge guiltfreeif yes anokhi cafe jaipur place definitely check range organic salad tea coming back p also lip smacking pastry,0
rooftop lounge view jaipur metro excellent ambiance place indoor outdoor seating must visit place jaipurites food excellent one use zomato gold get major benefit drink,0
food quite good ramen lotus stem could improved little pad thai dimsums sushi quite good outdoor seating perfect want enjoy winter weather,0
offer lava cake nhi diya,1
restaurant packed wrong order cant spend another hr replacement restaurant followup atleast good couldnt eat noodle also way spicy,1
couldnt believe quickly order arrived tasted food blown away delicious price steal,0
poor service must say not food not good strangely handled attendant table cleaned asking time water served order came couldnt place order min waiting around handful customer food not going talk,1
ohana open bar lounge located malviya nagar outdoor incomplete seating claim largest club jaipur good vibe ambiance serving good cocktail contemporary food service slow ambiance take credit,0
bad food bad staff mi behaved bouncer no care guest bouncer feel running place push people around line bad food name rajasthani please dont waste money,1
prasan ji service boy humble food nice,0
wawww love,0
night stay enjoy new year eve satisfied every aspect staff friendly helpful knowledgeable place clean throughout tent spacious everything needed food substantial suited taste would highly recommend everyone visit,0
food tasty nd staff good shibhu man good treat kindly nd everything good,0
helpful staff good ambience great food nice place hangout also book read game play,0
tasty,0
ordered lal ma handi meat dal fry kadhai paneerfood taste food quality food quantity delivery value money,1
new year eve special cake perfect way end year arrived time crowdpleaser delicious beautifully designed,0
shandaar taste smokey sizzler different tasteservice carefully staff humble rahul nice person,0
make fresh frozen,1
great ambience great service,0
yaar good add one probably missed chef,1
expense pizza,0
loved cocktail ambience service unique blend cocktail available nice music went day date would highly recommend,0
visited pretty cafe best friend recently place amazing staff polite talking food go place smoothie bowl onwards churros mouth watering shouldnt miss mocktails presentation also eye pleasing thanks hosting u,0
worst quesadilla ever,1
tried chicken changezi khamir rumali roti quantity sufficient two service slow,1
love place like favorite eating drinking joint ambiance osm music lovely jaipur adda definitely place not missed,0
ordered rumali roti delivered naan,1
pleasant surprise veg restaurant highly impressed quality service item ordered fresh great quality nice staff good decoration ambience,0
delivered wrong order portion also not adequate full dish,1
chicken lollipop used old box,1
place amazing considering ambiance food ordered following item veg momos aglio olio e peperoncino quiet oily carrot cake energia juice rosa rossa juice lasange napolitan drawback everything heavily priced taste ambiance price,0
decided party timing waiter started forcing get rotis pm said otherwise wont serve,1
restaurant doesnt communication rider waiting rider waiting restaurant,1
food mouth watering delivery guy nirmal polite humble experience,0
open plastic used food not good except churma paneer,1
excellent food keema naan gravy excellent service mr nirmal thank kcco thanks nirmal,0
excellent food really,1
nice place good part,0
service quite fast ordered salad pizza not disappointed taste service excel staff hospitality,0
people family made u wait hr food also cold owner behavior not good also not mismanaged face much trouble experience poor,1
no date no chia seed no fresh fruit dalia r bekaar ekdum,1
visited bbq nation many time since year observed reduced quality year used serve many kind chutney starter reduced one green chutney marination starter vegetarian snack quality variety also depreciated desert supposed served hot cold like kheer gulab jamun halwa brownie cold desert also ok pista mango pastry smelled gross no tiramisu mous menu chat good hey u not go chat u visit bbq nation kababsi didnt enjoy last visit yesterday would not recommend spend ur,1
unprofessional unskilled delivery person,1
worst salad ever,1
great ambience amazing staff licking food must visit place enjoy fav one recommendation food lover jaipur delicious food thankyou kcco wtp manbar singh ji,0
taste le,1
nice prepared chef hariom love experience,0
restaurant pay no attention cleanliness table mat crockery cutlery salt pepper shaker everything dirty service extremely slow food oily,1
bad packaging not expected restaurant like never order disappointing packaging service,1
food amazing service mindblowing mausam sharma enjoy lot must visit place,0
ordered rajasthani thali super delicious rajasthani theme beautiful culture even great hospitality enjoyed lot taste food superb mouth watering ambience feel proper sanitized wonderful presentation thali amazing experience good wifi good interior food best budget highly recommended guy,0
worst order ever pinapple raita received sweet sour taste,1
late delivery delayed preparation,1
amazing ambiance food must visit good service vikram singh greattttamazing ambiance food must visit amazing ambiance food must visit,0
delicious food name staff service good hyegine,0
beautiful place ni food presentation staaf amazing great service specially thanks adda team keep guy,0
good restaurant visit restaurant lunch rajadhani food delicious like happy restaurant service good server good staff,0
kind packing not expect order star hotel pathetic packing rather better order good chain like cafe bae etc,1
amazing food,0
amazing ambience amazing crowd love place staff also friendly age visiting place,0
best thali tidy kitchen instruction followed properly,0
ordered third time fourth time every time quality getting fame cutlery thought etc flake come also le quality decreasing day time cold,1
caf got nice ambience really soothing eye addition live music perfect hanging friend family staff extremely polite service quick food really taste good im fan must try mexicana pizza black currant shake choco vanilla shake cheezy ball honey chilli potato,0
small per price,1
nice experience kebab curry coy awesome service staffiiiiiiiiiiiiiiiiiiiiiiiiiii,0
poor quality food,1
excellent service best future,0
gulab garh located mansarovar garh serf rajasthani north ordered rajasthani thali dalbati churmathe food tasty nourished ambience good staff friendly youfor serving u,0
one best,0
service best thank ypu zomato,0
nice place inside amber fort food service par excellence portion size good preparation authentic,0
amazing food really need gold membership making wonderful visit shibu made amazing food u,0
bad taste highly disappointed,1
soaib wonderful host roso great experiencewith live music good food drink well recommended,0
located world trade park ambience delicious dal makhani delicacy yummilicious taste worth orderingpaneer butter masala great naan well cooked perfect tasteservice good,0
food amazing service faboulous sachin pankaj ratan loved place,0
frequent travelleri many star hotel daughter birthday visited crown plaza jaipur one best experience farplenty yummy breakfast variety friendly courteous staffi would like name themthanks amar sanjaypawan staff,0
nice food good ambiance courteous service vijay made easier settle memorable place memory,0
wonderful experience food awesome specially champara meat,0
great family friend dinner food always greatthanks mr vikram lovely service,0
portion le price packaging poor,1
everytime order yellow house robot restaurant know get best deal best flavorful experience,0
packaging need improved,1
came lot expectation everything ruined limited offer available menu limited brand bar,1
recent visit kebab curry company world trade park jaipur left u mixed feeling restaurant variety dish menu decided give several try started meal kcco special dal unfortunately disappointment dal lacked depth flavor expected rather bland expecting flavorful wellseasoned dish contrast kcco special dal fry standout paneer lababdar letdown overly sweet taste wasnt pleasant tried variety bread including cheese garlic naan onion kulcha chilli paratha tandoori roti,1
friendly staff buffet dinner food awesome really enjoyed thank flavour team everything,0
nice ambience friendly staff celebrating nd anniversary still much come hat chef bajrang food deal breaker love indianism serve marvelous believe one smile filled tummy,0
ordered rajasthani thali gatta curry nice gatta soft served dal bati churma kind bati masala bati delicious churma perfectly sweet ambience also decent overall angood experience youd like try rajasthani thali paneer thali also good assuming normal north indianpunjabi food may also good,0
bad meat stale non veg,1
masala garlic bun cheese garlic bread time whenever craving order robot restaurantyellow house,0
good food good service also thanks amar ji,0
bad experience not worth,1
rajasthan trip shortlisted food joint zomato review place highly recommended shortlist place mall world trade centre food court got seating area ambiance pretty good server traditionally dressed turban head gear add settingour server warmly welcomed starter opted tandoori jhinga prawn followed dal makhani n onion kulchathe marination prawn nince wasnt overwhelming prawn properly grilled dal makhani awesome creamy onion,0
want full refund another roll,1
place beauty hidden gem perfect place dinner date awesome ambiance ordered lassie non veg platter everything good taste must visit place expensive side ready shell bomb,0
loved vibe place cute corner photo overall cute pocket friendly placei ordered food delicious visit friend family happy,0
cant wait order robot restaurantyellow house get best food doorstep deliver food time,0
food ambience everything good except service staff no idea run cafe no body check service pathetically slow,1
oil flooting,1
best place night loversi visited place found place boring one min people coming till place became loving jaipur adda like cherry love late night sitting night friend want chill highly recommend uniqueness separate market,0
bad packaging guy change packaging material not worth gst,1
went wife foreigner dinner buffet expecting continental food hotel clearly mention website name continental food two noodle chicken soup rest completely north indian food first buffet ever tried doesnt serve soft drink plus ready charge u extra water bottle well argument removed bill saw rat running around table highly unacceptable star hotel ambiance dull doesnt feel like star hotel indian guest might enjoy food looking,1
poor quality meal,0
polite cooperative staff especially yogi jiwho serving table kind food also tasty service also fast,0
like everything thing kc,0
corn chart amazing incredible tast refer amit,0
lot thing changed kababs curry poor service tasteless food expensive ambience thats never going back money wasted highly not recommended,1
much oil poor food quality worst taste,1
splendid food quite good true taste rajasthan,0
really good food service special thanks rohit deshmukh exceptional service,0
paneer tikka masala amazing biryani could better clean space nice shivu great liked food really much,0
pathetic experience went lunch wait hour receive order end got annoyed left extremely bad service,1
grilled sandwich ordered jain could smell garlic coming,0
ambience food good service patheticthe main manager staff simply dont match standard place terrible experience went tonight dinner staff pickup mode dont give dam people bad service put avoid place,1
best jaipur,0
delicious food fast sarvice meat tikka biriyani thanks nirmal ji excellent sarvice throughout dinner,0
quantity little,0
drink good ambiance great food disappointing flavor great someone cant tolerate spicy food felt like dish doused chili powder even requested chef ease spice no avail excuse already pre made like cant tolerate spicy food give place miss,1
nice place good food,0
great food brilliant ambience love helper service everyone humble served u love must visit place mool chand jaiswal took care u day great care big smile always thank,0
mom bday yesterday went socorro buffet amazingvariety good vegetariansdessert counter okayish table attendant server mr nizong really amazing job special mentioningthanks forworking time table patiently,0
hopeless place dont expect greatness taj hotel group food not good anyone bear service awful courtesy attitude staff expectation better visit roadside dhaba least serve better nobody bothered improvise,1
amazing experience must say let start saying got warm welcome sushmitha say first part good everthing else definitely good mayank made sure comfortable time ask dish would go extramile make sure would get not mention chef manjesh actually came told mayank said wanted personally went made served one best lal ma ever thank chef manjesh mayank many place buffet dinner difference today,0
good place every food lover amazing food quality friendly place go friend family must visit place love nonvegthey huge variety nonveg quality amazing food ambience staff visit place follow u instagram,0
zabardast excellent service mr normal zabardast food thanks normal ji iiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
paneer tikka sizzler awesomeservice somu suresh perfect,0
best food,0
no dahi kebab taste soooo bad,1
good food service omprakash jifood cooked perfection chicken tender,0
ordered chilly potato spring roll starter tasted masala quite okayish garlic naan nice experience,0
came know place colleague asked get blue berry cheese cake reading place decided post lunch coffee really liked way place managed tried carrot cake cream cheese topping hot chocolate araku valley every bite sip cake rich overflowing walnut topping great one place get water cup unless order bottled water yes perfectly alright share table stranger lend ear great conversation spending half hour got,0
restaurant goodit based rajasthani culture traditionfood good quality great tastethe hospitality greatpresentation wonderful,0
fascinating naam rakhne se kuch nahi batman aur shaktimaanjaise nam rakhe hai aur kaudi ka khana hai tumhararestaurant business na taste hi important hota sab chochlebaazi hai,1
nice visit great service vikram parsan,0
amazing food good service recommend highly ordered indian cousin really delicious freshly prepared food visit least,0
food tasty good service truly satisfied must visit got good service sibhu nice behaviour good grooming,0
amazing view fort went around evening got watch sound light show looked beautiful would say food ok pizza decent not like chinese platter saucy worth going view,1
pathetic restaurant food third class plus served cold degree temperature th item menu not even available extremely disappointed never visit plus charge per person entry,1
never realized amazing place near home located inside fpbs truly amazing place not ambience amazing cocktail mocktails even great option live screening pool table one truly enjoy time,0
good service amazing food class good ambiance butter chicken great chicken good loved iiiiiiiiiii,0
best roll,0
low quality totally oily thrown dustbin,1
great cafe best pizza coffee also ambience beautiful also pool staff polite,0
